NCLH	2017-11-22	2018-04-06	0.68	0.638	6.6
PPL	2017-11-22	2018-04-06	0.55	0.478	15.1
SCG	2017-11-22	2018-04-06	1.01	0.813	24.2
WELL	2017-11-22	2018-04-06	1.02	1.048	-2.7
APA	2017-11-22	2018-04-06	0.33	0.242	36.4
EIX	2017-11-22	2018-04-06	1.1	0.916	20.1
ES	2017-11-22	2018-04-06	0.75	0.752	-0.8
LUK	2017-11-22	2018-04-06	0.49	0.47	4
LNT	2017-11-22	2018-04-06	0.33	0.357	-7.6
COG	2017-11-24	2018-04-09	0.13	0.113	15
ETR	2017-11-24	2018-04-09	0.76	0.455	67
PEG	2017-11-24	2018-04-09	0.57	0.563	1.2
PNW	2017-11-24	2018-04-09	0.19	0.12	60.3
BRK/A	2017-11-24	2018-04-09	2029.43	2616.784	-22.4
SBAC	2017-11-27	2018-04-10	1.43	1.53	-6.5
OKE	2017-11-27	2018-04-10	0.16	0.527	-69.3
AES	2017-11-28	2018-04-11	0.43	0.344	25
SRE	2017-11-28	2018-04-11	1.54	1.411	9.1
AMT	2017-11-28	2018-04-11	1.65	1.533	7.9
DISCA	2017-11-28	2018-04-11	0.47	0.411	14.4
ESRX	2017-11-28	2018-04-11	2.16	2.087	3.5
BKNG	2017-11-28	2018-04-11	16.86	14.131	19.3
ALB	2017-11-28	2018-04-11	1.34	1.215	10.3
EVHC	2017-11-28	2018-04-11	0.59	0.505	16.8
EOG	2017-11-28	2018-04-11	0.69	0.529	30.4
RRC	2017-11-28	2018-04-11	0.22	0.166	32.5
MNST	2017-11-29	2018-04-12	0.23	0.373	-37.6
UHS	2017-11-29	2018-04-12	2	1.843	8.5
MYL	2017-11-29	2018-04-12	1.43	1.405	1.8
NRG	2017-11-30	2018-04-13	-1.62	0.333	-587.4
NKTR	2017-11-30	2018-04-13	-0.15	-0.356	58.4
EFX	2017-11-30	2018-04-13	1.39	1.353	2.7
XRAY	2017-11-30	2018-04-13	0.82	0.812	1
PRGO	2017-11-30	2018-04-13	1.28	1.25	2.4
